Compound,Negative,Neutral,Positive
-0.2023,0.06,0.94,0.0
-0.4767,0.101,0.861,0.039
0.3612,0.109,0.708,0.183
0.5423,0.0,0.899,0.101
0.0,0.0,1.0,0.0
0.0772,0.0,0.956,0.044
0.0,0.0,1.0,0.0
0.0,0.062,0.877,0.062
-0.0258,0.123,0.789,0.088
-0.6705,0.148,0.852,0.0
-0.7845,0.24,0.76,0.0
0.0,0.0,1.0,0.0
-0.0258,0.074,0.854,0.072
-0.4019,0.094,0.906,0.0
0.7096,0.084,0.653,0.264
-0.9042,0.331,0.635,0.034
-0.4767,0.121,0.814,0.066
-0.9169,0.381,0.619,0.0
-0.3818,0.162,0.772,0.066
-0.9485,0.404,0.596,0.0
-0.34,0.196,0.667,0.137
0.34,0.085,0.755,0.16
0.4767,0.0,0.823,0.177
-0.7506,0.181,0.819,0.0
-0.9042,0.296,0.704,0.0
-0.5719,0.19,0.729,0.082
0.0,0.0,1.0,0.0
-0.7579,0.251,0.687,0.062
0.1531,0.0,0.932,0.068
-0.4588,0.141,0.778,0.081
0.8658,0.191,0.417,0.392
0.0,0.136,0.728,0.136
-0.9062,0.333,0.608,0.058
0.128,0.079,0.824,0.097
0.4404,0.049,0.836,0.115
-0.9799,0.571,0.429,0.0
-0.4404,0.094,0.906,0.0
0.4215,0.098,0.698,0.204
-0.296,0.078,0.922,0.0
-0.8779,0.28,0.72,0.0
-0.296,0.116,0.804,0.08
0.0,0.0,1.0,0.0
-0.2732,0.091,0.909,0.0
0.5574,0.0,0.878,0.122
-0.9393,0.394,0.606,0.0
-0.9493,0.496,0.504,0.0
0.0,0.0,1.0,0.0
0.3818,0.069,0.781,0.15
-0.4215,0.091,0.909,0.0
-0.4215,0.138,0.812,0.05
0.0,0.0,1.0,0.0
-0.296,0.19,0.677,0.133
-0.6597,0.249,0.61,0.141
-0.4767,0.141,0.859,0.0
0.0,0.0,1.0,0.0
0.34,0.0,0.921,0.079
-0.6597,0.213,0.711,0.076
0.4019,0.076,0.784,0.14
0.7885,0.06,0.7,0.24
0.0,0.0,1.0,0.0
-0.0258,0.12,0.762,0.118
0.4767,0.075,0.752,0.172
0.8625,0.049,0.677,0.273
-0.5994,0.133,0.867,0.0
0.25,0.098,0.744,0.158
0.3818,0.0,0.906,0.094
-0.2263,0.087,0.913,0.0
0.0,0.0,1.0,0.0
0.4767,0.0,0.881,0.119
-0.9349,0.307,0.693,0.0
-0.8979,0.354,0.58,0.066
-0.5047,0.215,0.642,0.142
-0.8834,0.3,0.7,0.0
0.7184,0.0,0.824,0.176
-0.9186,0.353,0.647,0.0
-0.9287,0.373,0.627,0.0
-0.7845,0.187,0.813,0.0
0.7906,0.047,0.702,0.251
0.4019,0.096,0.732,0.172
0.5994,0.0,0.836,0.164
0.34,0.0,0.912,0.088
-0.8648,0.335,0.587,0.077
0.0,0.0,1.0,0.0
-0.743,0.241,0.759,0.0
-0.886,0.191,0.809,0.0
-0.2023,0.168,0.73,0.102
-0.6124,0.217,0.723,0.06
0.0351,0.112,0.772,0.115
-0.0258,0.065,0.872,0.062
-0.4019,0.201,0.65,0.149
-0.5267,0.102,0.898,0.0
-0.5994,0.208,0.703,0.089
-0.296,0.068,0.932,0.0
-0.4215,0.088,0.912,0.0
-0.836,0.235,0.765,0.0
-0.3818,0.091,0.909,0.0
-0.926,0.451,0.446,0.103
-0.9442,0.296,0.646,0.058
-0.926,0.451,0.446,0.103
-0.8885,0.339,0.612,0.049
-0.5994,0.087,0.913,0.0
-0.836,0.176,0.824,0.0
-0.4959,0.203,0.734,0.063
-0.5719,0.121,0.879,0.0
-0.6705,0.175,0.825,0.0
-0.4939,0.189,0.714,0.097
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4767,0.107,0.893,0.0
-0.6458,0.25,0.607,0.142
-0.765,0.202,0.798,0.0
-0.6486,0.259,0.576,0.164
0.0772,0.0,0.956,0.044
0.0,0.0,1.0,0.0
-0.25,0.09,0.819,0.09
0.2144,0.0,0.958,0.042
-0.5719,0.098,0.902,0.0
-0.8519,0.221,0.731,0.048
-0.9081,0.305,0.657,0.038
-0.6901,0.25,0.558,0.192
-0.91,0.333,0.667,0.0
-0.8979,0.347,0.606,0.047
-0.7845,0.172,0.828,0.0
-0.1027,0.073,0.867,0.06
0.4284,0.073,0.77,0.157
-0.4588,0.107,0.833,0.06
-0.765,0.203,0.703,0.094
-0.2732,0.208,0.632,0.16
-0.2621,0.081,0.839,0.08
0.128,0.153,0.67,0.177
-0.6705,0.17,0.83,0.0
0.128,0.0,0.943,0.057
-0.5106,0.175,0.759,0.066
-0.9217,0.363,0.558,0.079
-0.296,0.053,0.947,0.0
-0.7717,0.18,0.772,0.048
-0.4215,0.097,0.844,0.058
-0.3109,0.206,0.611,0.182
0.7125,0.09,0.668,0.242
0.4588,0.079,0.758,0.163
0.186,0.169,0.67,0.161
0.694,0.066,0.694,0.239
-0.5859,0.119,0.881,0.0
-0.802,0.247,0.753,0.0
0.2755,0.0,0.925,0.075
-0.7783,0.228,0.772,0.0
0.0,0.083,0.833,0.083
-0.7351,0.234,0.719,0.047
0.34,0.0,0.915,0.085
0.25,0.0,0.935,0.065
-0.9246,0.361,0.574,0.065
-0.128,0.165,0.684,0.151
0.7906,0.0,0.759,0.241
0.0,0.0,1.0,0.0
0.5719,0.0,0.887,0.113
-0.6705,0.227,0.693,0.08
0.5267,0.091,0.686,0.223
-0.6908,0.095,0.905,0.0
0.0,0.155,0.691,0.155
-0.4588,0.107,0.893,0.0
-0.886,0.289,0.711,0.0
-0.0258,0.106,0.792,0.102
-0.7783,0.207,0.793,0.0
0.7096,0.0,0.79,0.21
-0.5267,0.177,0.749,0.075
0.3612,0.09,0.766,0.144
-0.5267,0.177,0.749,0.075
-0.9477,0.414,0.552,0.034
-0.8402,0.316,0.564,0.12
0.8979,0.0,0.709,0.291
0.4767,0.0,0.9,0.1
0.0,0.0,1.0,0.0
0.128,0.074,0.805,0.121
0.0,0.0,1.0,0.0
0.1124,0.134,0.698,0.168
0.0,0.0,1.0,0.0
-0.7269,0.213,0.727,0.06
-0.7237,0.244,0.677,0.079
-0.9217,0.348,0.619,0.034
0.34,0.0,0.888,0.112
-0.6705,0.17,0.83,0.0
0.4019,0.0,0.909,0.091
-0.6997,0.2,0.75,0.05
0.128,0.087,0.781,0.132
-0.7506,0.204,0.796,0.0
-0.7269,0.179,0.821,0.0
0.4215,0.0,0.906,0.094
-0.886,0.38,0.62,0.0
0.296,0.0,0.937,0.062
0.7506,0.0,0.764,0.236
-0.4767,0.097,0.903,0.0
0.6486,0.0,0.868,0.132
-0.1027,0.144,0.697,0.159
-0.0516,0.064,0.878,0.059
-0.1531,0.107,0.781,0.112
0.0258,0.117,0.736,0.147
-0.128,0.06,0.897,0.043
-0.0258,0.107,0.726,0.167
-0.2263,0.14,0.748,0.112
-0.4767,0.091,0.909,0.0
-0.8957,0.304,0.696,0.0
0.1779,0.075,0.813,0.112
-0.8707,0.287,0.713,0.0
-0.7096,0.16,0.84,0.0
-0.4939,0.113,0.887,0.0
-0.6597,0.145,0.799,0.055
0.6608,0.05,0.794,0.155
-0.9628,0.498,0.409,0.093
0.0,0.0,1.0,0.0
-0.6705,0.195,0.748,0.057
-0.4767,0.15,0.752,0.098
-0.6705,0.217,0.651,0.133
-0.5994,0.126,0.874,0.0
0.1779,0.0,0.881,0.119
-0.34,0.082,0.918,0.0
-0.34,0.13,0.751,0.118
-0.0258,0.081,0.841,0.078
-0.7003,0.153,0.847,0.0
0.5574,0.065,0.735,0.2
-0.5719,0.209,0.673,0.118
-0.6705,0.148,0.852,0.0
-0.2732,0.155,0.759,0.086
-0.7096,0.219,0.781,0.0
-0.7717,0.235,0.664,0.101
0.6369,0.039,0.778,0.183
0.0,0.0,1.0,0.0
0.6408,0.07,0.753,0.177
-0.1531,0.087,0.844,0.069
0.6486,0.0,0.85,0.15
-0.7506,0.209,0.791,0.0
0.8555,0.158,0.45,0.392
0.296,0.144,0.678,0.178
0.3612,0.0,0.918,0.082
-0.7003,0.235,0.648,0.117
0.5719,0.0,0.896,0.104
-0.4404,0.088,0.912,0.0
0.0,0.0,1.0,0.0
-0.7003,0.201,0.799,0.0
-0.4215,0.078,0.922,0.0
0.6249,0.094,0.656,0.249
-0.8779,0.296,0.643,0.062
-0.4588,0.167,0.833,0.0
-0.296,0.096,0.843,0.06
-0.5574,0.189,0.811,0.0
0.1027,0.09,0.787,0.123
-0.34,0.259,0.567,0.174
-0.4019,0.09,0.871,0.039
0.0258,0.0,0.962,0.038
-0.9001,0.296,0.649,0.055
-0.7003,0.198,0.749,0.054
0.3182,0.0,0.909,0.091
0.5423,0.168,0.559,0.273
-0.8519,0.254,0.708,0.038
-0.8074,0.223,0.777,0.0
-0.5267,0.227,0.664,0.108
-0.8934,0.228,0.724,0.048
-0.8625,0.262,0.738,0.0
0.7184,0.0,0.818,0.182
0.4019,0.0,0.915,0.085
0.1027,0.075,0.839,0.087
0.0258,0.144,0.709,0.147
-0.5267,0.113,0.843,0.044
-0.5719,0.268,0.595,0.137
0.3612,0.038,0.885,0.078
0.7184,0.0,0.806,0.194
-0.7506,0.144,0.856,0.0
-0.4215,0.08,0.92,0.0
0.9081,0.028,0.631,0.341
-0.7506,0.287,0.656,0.056
0.6705,0.0,0.8,0.2
0.25,0.078,0.811,0.111
-0.8779,0.28,0.72,0.0
0.5859,0.0,0.839,0.161
-0.7184,0.212,0.788,0.0
-0.7269,0.208,0.792,0.0
-0.6705,0.175,0.769,0.056
-0.34,0.099,0.901,0.0
0.3195,0.078,0.776,0.146
-0.0299,0.081,0.843,0.077
-0.7128,0.192,0.808,0.0
-0.4767,0.19,0.712,0.098
-0.3182,0.073,0.927,0.0
-0.8934,0.304,0.635,0.061
-0.4404,0.164,0.76,0.076
0.4215,0.0,0.917,0.083
-0.8824,0.263,0.737,0.0
-0.2023,0.105,0.784,0.111
-0.6249,0.128,0.872,0.0
0.0,0.0,1.0,0.0
-0.2263,0.107,0.814,0.078
-0.1531,0.132,0.777,0.091
0.0,0.0,1.0,0.0
-0.7003,0.202,0.726,0.073
-0.4588,0.174,0.703,0.122
-0.34,0.085,0.915,0.0
-0.4767,0.193,0.67,0.137
-0.8126,0.268,0.67,0.061
-0.0258,0.066,0.871,0.063
-0.4588,0.103,0.897,0.0
0.5267,0.061,0.782,0.156
0.7964,0.0,0.748,0.252
0.2263,0.051,0.871,0.078
0.3182,0.063,0.836,0.101
-0.4767,0.184,0.73,0.086
-0.6249,0.231,0.678,0.092
-0.5267,0.102,0.898,0.0
0.4939,0.0,0.897,0.103
-0.8126,0.251,0.749,0.0
0.0854,0.101,0.791,0.108
0.1779,0.105,0.735,0.16
-0.4767,0.097,0.903,0.0
-0.2263,0.24,0.599,0.161
-0.7506,0.257,0.628,0.115
0.6486,0.0,0.85,0.15
0.6486,0.0,0.841,0.159
-0.5106,0.088,0.912,0.0
-0.8249,0.263,0.645,0.092
-0.7506,0.261,0.661,0.078
-0.9186,0.305,0.638,0.058
-0.5267,0.24,0.577,0.183
-0.6597,0.229,0.691,0.08
-0.9403,0.39,0.61,0.0
-0.1027,0.046,0.954,0.0
-0.9442,0.358,0.535,0.107
0.2878,0.059,0.847,0.093
-0.3818,0.154,0.772,0.074
-0.128,0.087,0.841,0.072
0.8316,0.073,0.53,0.397
-0.4215,0.18,0.688,0.132
-0.4767,0.091,0.909,0.0
-0.765,0.203,0.69,0.107
-0.9186,0.3,0.7,0.0
0.1027,0.08,0.796,0.124
-0.5267,0.212,0.706,0.082
0.0258,0.145,0.741,0.114
0.0,0.0,1.0,0.0
-0.3612,0.082,0.918,0.0
-0.0516,0.084,0.868,0.048
-0.6705,0.233,0.689,0.078
0.0516,0.0,0.957,0.043
0.7034,0.0,0.838,0.162
-0.836,0.225,0.666,0.11
0.3612,0.06,0.813,0.127
0.4767,0.0,0.868,0.132
0.2263,0.088,0.767,0.145
0.8608,0.047,0.724,0.229
0.0516,0.154,0.686,0.159
0.8957,0.0,0.678,0.322
-0.8658,0.359,0.548,0.093
0.5267,0.0,0.879,0.121
0.0516,0.067,0.86,0.073
-0.3182,0.084,0.916,0.0
0.5574,0.066,0.787,0.147
-0.5574,0.108,0.856,0.036
-0.7845,0.298,0.573,0.129
-0.2263,0.081,0.866,0.054
0.6249,0.096,0.65,0.254
-0.7783,0.214,0.786,0.0
-0.9517,0.41,0.59,0.0
-0.8402,0.208,0.792,0.0
-0.1027,0.111,0.786,0.104
0.0,0.0,1.0,0.0
0.2023,0.0,0.947,0.053
-0.6597,0.154,0.807,0.039
0.3612,0.0,0.92,0.08
0.4588,0.063,0.813,0.124
-0.743,0.149,0.851,0.0
-0.4588,0.213,0.638,0.149
0.2263,0.07,0.767,0.163
-0.1027,0.199,0.638,0.163
-0.8658,0.263,0.737,0.0
0.1779,0.072,0.807,0.121
0.2023,0.0,0.947,0.053
-0.5859,0.182,0.732,0.086
0.663,0.069,0.783,0.148
0.6705,0.0,0.841,0.159
-0.6908,0.148,0.852,0.0
-0.872,0.332,0.591,0.077
-0.4215,0.119,0.881,0.0
0.9382,0.0,0.73,0.27
-0.296,0.161,0.756,0.083
-0.1027,0.045,0.955,0.0
-0.93,0.322,0.678,0.0
-0.6412,0.129,0.871,0.0
-0.3182,0.073,0.927,0.0
0.7184,0.0,0.857,0.143
-0.4215,0.08,0.92,0.0
-0.8555,0.318,0.636,0.046
0.6767,0.0,0.859,0.141
-0.875,0.286,0.653,0.061
-0.7906,0.205,0.795,0.0
-0.5994,0.13,0.87,0.0
-0.7096,0.257,0.636,0.107
-0.5994,0.159,0.841,0.0
0.2732,0.083,0.748,0.169
0.3182,0.0,0.933,0.067
-0.6249,0.134,0.866,0.0
-0.9313,0.377,0.623,0.0
-0.8779,0.288,0.712,0.0
-0.9337,0.335,0.665,0.0
-0.128,0.087,0.841,0.072
0.6705,0.052,0.794,0.154
0.4404,0.053,0.831,0.116
-0.7096,0.192,0.808,0.0
0.2263,0.0,0.939,0.061
-0.7845,0.231,0.769,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6908,0.051,0.765,0.184
-0.6908,0.159,0.768,0.073
-0.5106,0.214,0.696,0.09
-0.8555,0.219,0.781,0.0
-0.1779,0.11,0.773,0.117
0.6808,0.057,0.719,0.225
0.5106,0.0,0.882,0.118
-0.6757,0.203,0.76,0.037
-0.8225,0.291,0.709,0.0
0.3182,0.069,0.82,0.111
0.1531,0.071,0.839,0.09
-0.765,0.196,0.804,0.0
-0.2732,0.072,0.928,0.0
0.0,0.0,1.0,0.0
-0.9648,0.329,0.631,0.041
-0.7783,0.19,0.754,0.056
-0.6597,0.167,0.833,0.0
0.7906,0.0,0.789,0.211
0.1531,0.0,0.944,0.056
-0.1779,0.087,0.819,0.094
-0.7527,0.154,0.78,0.066
0.0772,0.103,0.773,0.124
0.0,0.0,1.0,0.0
0.1481,0.051,0.883,0.066
0.8519,0.0,0.757,0.243
0.0,0.0,1.0,0.0
0.5423,0.024,0.884,0.092
-0.3182,0.076,0.924,0.0
-0.4588,0.129,0.871,0.0
0.0,0.0,1.0,0.0
-0.8481,0.254,0.746,0.0
-0.8074,0.196,0.804,0.0
0.6486,0.0,0.862,0.138
0.5574,0.061,0.795,0.143
0.34,0.0,0.948,0.052
0.4404,0.0,0.923,0.077
0.9169,0.0,0.721,0.279
-0.7096,0.16,0.84,0.0
0.2023,0.063,0.818,0.119
-0.1531,0.054,0.946,0.0
0.4767,0.043,0.857,0.101
0.5615,0.0,0.907,0.093
-0.7684,0.115,0.885,0.0
-0.5733,0.173,0.731,0.096
-0.8404,0.122,0.845,0.033
-0.5733,0.173,0.731,0.096
0.4404,0.076,0.782,0.143
0.6124,0.0,0.861,0.139
0.2023,0.123,0.629,0.248
-0.4019,0.222,0.655,0.124
0.5994,0.0,0.898,0.102
-0.6705,0.148,0.852,0.0
0.5106,0.067,0.765,0.168
0.0772,0.08,0.831,0.09
0.6597,0.0,0.81,0.19
0.2263,0.0,0.927,0.073
-0.8442,0.2,0.757,0.043
-0.2023,0.105,0.827,0.069
0.4404,0.0,0.903,0.097
-0.7783,0.255,0.672,0.073
-0.6124,0.125,0.875,0.0
-0.8074,0.22,0.654,0.126
0.5478,0.065,0.768,0.166
-0.6124,0.179,0.821,0.0
0.0258,0.107,0.763,0.13
0.0516,0.123,0.725,0.152
0.34,0.0,0.912,0.088
-0.4767,0.111,0.847,0.042
-0.9001,0.289,0.711,0.0
-0.1901,0.037,0.963,0.0
-0.296,0.046,0.954,0.0
-0.7184,0.196,0.769,0.035
-0.1779,0.109,0.804,0.087
-0.8402,0.222,0.778,0.0
0.4404,0.0,0.906,0.094
-0.0772,0.08,0.849,0.072
0.8689,0.0,0.638,0.362
-0.6705,0.119,0.847,0.034
-0.802,0.149,0.851,0.0
0.4019,0.0,0.875,0.125
-0.875,0.25,0.75,0.0
-0.4588,0.098,0.857,0.045
0.0,0.0,1.0,0.0
-0.9313,0.352,0.587,0.061
-0.2732,0.113,0.798,0.089
-0.9481,0.281,0.719,0.0
0.3182,0.0,0.922,0.078
0.4588,0.05,0.8,0.15
0.7269,0.0,0.876,0.124
0.6597,0.124,0.668,0.208
0.1779,0.071,0.84,0.089
0.5106,0.087,0.744,0.169
-0.872,0.188,0.782,0.03
-0.1531,0.048,0.952,0.0
-0.9393,0.278,0.722,0.0
-0.296,0.072,0.928,0.0
-0.3818,0.13,0.799,0.071
0.0,0.0,1.0,0.0
0.0516,0.0,0.959,0.041
-0.4404,0.114,0.855,0.031
-0.1027,0.095,0.823,0.082
-0.0772,0.09,0.831,0.08
-0.2263,0.074,0.875,0.05
-0.5423,0.149,0.757,0.094
-0.6124,0.167,0.833,0.0
-0.1027,0.088,0.833,0.079
0.0,0.077,0.821,0.102
-0.34,0.134,0.807,0.059
0.7579,0.0,0.776,0.224
0.0,0.0,1.0,0.0
0.4404,0.0,0.903,0.097
0.4404,0.0,0.954,0.046
0.4404,0.0,0.903,0.097
-0.836,0.207,0.793,0.0
0.3612,0.0,0.923,0.077
-0.34,0.131,0.806,0.064
-0.34,0.082,0.918,0.0
0.0,0.0,1.0,0.0
-0.2732,0.063,0.937,0.0
0.6369,0.06,0.753,0.187
-0.296,0.129,0.808,0.063
0.3182,0.0,0.937,0.063
-0.7717,0.251,0.749,0.0
0.4019,0.0,0.899,0.101
0.2023,0.061,0.856,0.083
0.1779,0.089,0.774,0.138
0.25,0.029,0.922,0.049
0.1531,0.06,0.862,0.078
0.6597,0.0,0.819,0.181
-0.296,0.127,0.788,0.086
0.3818,0.0,0.912,0.088
-0.6705,0.149,0.801,0.049
-0.5574,0.095,0.905,0.0
0.4939,0.0,0.904,0.096
0.4019,0.0,0.942,0.058
-0.8176,0.195,0.713,0.092
-0.8225,0.249,0.751,0.0
0.7845,0.0,0.861,0.139
-0.5106,0.161,0.725,0.114
0.1779,0.06,0.845,0.095
0.0,0.0,1.0,0.0
0.1779,0.032,0.919,0.05
0.6187,0.11,0.723,0.167
0.1531,0.087,0.808,0.105
0.0772,0.105,0.746,0.149
-0.34,0.074,0.926,0.0
-0.128,0.06,0.87,0.07
-0.836,0.263,0.737,0.0
0.25,0.05,0.863,0.086
0.0,0.119,0.795,0.086
-0.296,0.089,0.859,0.052
-0.2732,0.072,0.928,0.0
0.0,0.0,1.0,0.0
0.6369,0.0,0.896,0.104
0.4588,0.0,0.844,0.156
-0.7178,0.148,0.781,0.07
-0.296,0.087,0.913,0.0
0.1027,0.066,0.857,0.077
-0.34,0.152,0.777,0.071
-0.2023,0.083,0.861,0.056
-0.6249,0.124,0.876,0.0
0.128,0.113,0.784,0.103
-0.1027,0.123,0.779,0.099
-0.5106,0.14,0.821,0.04
0.7835,0.062,0.672,0.266
0.0516,0.064,0.867,0.069
-0.0516,0.156,0.694,0.15
-0.9169,0.264,0.736,0.0
-0.8689,0.212,0.738,0.05
-0.2023,0.105,0.814,0.081
-0.34,0.12,0.771,0.109
-0.8555,0.273,0.727,0.0
0.0772,0.0,0.973,0.027
-0.9246,0.318,0.601,0.081
-0.3818,0.181,0.702,0.118
0.5859,0.053,0.793,0.153
-0.4939,0.13,0.87,0.0
0.0,0.0,1.0,0.0
-0.8316,0.282,0.718,0.0
0.0,0.0,1.0,0.0
-0.5106,0.093,0.907,0.0
-0.4215,0.098,0.88,0.022
-0.1531,0.114,0.783,0.102
-0.8126,0.208,0.744,0.048
-0.8534,0.289,0.711,0.0
-0.886,0.219,0.781,0.0
-0.1027,0.096,0.795,0.109
-0.6858,0.187,0.813,0.0
0.5423,0.068,0.797,0.135
-0.7579,0.231,0.769,0.0
0.4588,0.043,0.837,0.121
-0.5106,0.105,0.895,0.0
-0.891,0.275,0.725,0.0
-0.5423,0.134,0.866,0.0
-0.8176,0.181,0.819,0.0
-0.2263,0.098,0.831,0.071
-0.8271,0.244,0.756,0.0
-0.7184,0.176,0.824,0.0
0.5423,0.0,0.857,0.143
0.5859,0.0,0.862,0.138
-0.4588,0.147,0.853,0.0
-0.1027,0.049,0.951,0.0
-0.5267,0.104,0.896,0.0
0.5423,0.0,0.87,0.13
-0.8225,0.256,0.744,0.0
-0.8519,0.237,0.763,0.0
-0.6486,0.258,0.603,0.14
0.5423,0.0,0.885,0.115
-0.4939,0.103,0.897,0.0
0.6705,0.061,0.72,0.219
-0.8807,0.319,0.681,0.0
0.7096,0.0,0.888,0.112
-0.6124,0.139,0.861,0.0
-0.3818,0.102,0.898,0.0
0.4939,0.0,0.856,0.144
0.7506,0.101,0.616,0.283
-0.296,0.115,0.807,0.078
-0.34,0.128,0.785,0.087
0.3612,0.0,0.951,0.049
-0.6124,0.186,0.755,0.06
-0.7351,0.235,0.663,0.102
0.4819,0.044,0.842,0.113
-0.5994,0.182,0.744,0.074
-0.886,0.202,0.798,0.0
0.34,0.057,0.82,0.123
-0.6908,0.151,0.815,0.035
0.0,0.0,1.0,0.0
0.8074,0.0,0.758,0.242
-0.6249,0.135,0.826,0.04
-0.6369,0.183,0.727,0.09
-0.0772,0.08,0.846,0.074
0.6124,0.0,0.848,0.152
-0.128,0.152,0.728,0.121
-0.4588,0.229,0.637,0.134
0.0608,0.076,0.813,0.111
0.1027,0.087,0.815,0.098
-0.6705,0.164,0.836,0.0
-0.1531,0.207,0.576,0.217
-0.8402,0.315,0.608,0.077
-0.1779,0.114,0.787,0.099
0.2263,0.035,0.868,0.096
0.7351,0.0,0.795,0.205
-0.9201,0.361,0.639,0.0
-0.6808,0.153,0.847,0.0
0.8625,0.0,0.745,0.255
0.872,0.0,0.658,0.342
0.6908,0.0,0.845,0.155
0.2663,0.0,0.898,0.102
-0.836,0.32,0.68,0.0
-0.4404,0.132,0.792,0.076
0.8402,0.063,0.628,0.309
0.4215,0.0,0.917,0.083
-0.8885,0.237,0.763,0.0
-0.7783,0.165,0.806,0.028
-0.5574,0.114,0.848,0.038
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5719,0.084,0.709,0.207
-0.6249,0.164,0.779,0.057
-0.6597,0.144,0.856,0.0
0.4019,0.119,0.731,0.15
-0.8957,0.293,0.707,0.0
-0.743,0.237,0.687,0.076
-0.3818,0.195,0.659,0.147
-0.743,0.13,0.87,0.0
-0.6597,0.21,0.677,0.114
-0.4939,0.194,0.73,0.076
0.0,0.0,1.0,0.0
0.7783,0.0,0.794,0.206
0.8555,0.0,0.669,0.331
-0.6633,0.092,0.908,0.0
-0.7783,0.164,0.792,0.044
0.1027,0.093,0.808,0.1
0.802,0.0,0.753,0.247
-0.4767,0.163,0.713,0.124
-0.4404,0.109,0.842,0.049
0.6908,0.055,0.754,0.191
0.4767,0.083,0.735,0.182
-0.25,0.103,0.858,0.04
0.3612,0.0,0.92,0.08
-0.7096,0.231,0.653,0.117
0.4767,0.063,0.812,0.125
-0.3612,0.149,0.774,0.077
-0.1027,0.045,0.955,0.0
-0.6249,0.12,0.88,0.0
-0.4404,0.135,0.78,0.085
-0.5423,0.101,0.899,0.0
-0.25,0.162,0.675,0.162
-0.7184,0.241,0.759,0.0
-0.128,0.073,0.867,0.06
-0.4588,0.115,0.885,0.0
-0.2023,0.113,0.798,0.089
-0.8555,0.284,0.651,0.065
-0.9393,0.257,0.743,0.0
-0.4019,0.204,0.632,0.164
-0.8957,0.304,0.696,0.0
-0.296,0.099,0.846,0.055
-0.3182,0.234,0.566,0.201
-0.4939,0.13,0.782,0.088
-0.8442,0.198,0.763,0.04
0.1531,0.0,0.946,0.054
0.765,0.036,0.823,0.141
-0.8481,0.153,0.847,0.0
0.8779,0.0,0.654,0.346
0.2732,0.143,0.68,0.177
-0.1027,0.29,0.43,0.281
0.5423,0.0,0.896,0.104
-0.802,0.254,0.697,0.05
0.8074,0.051,0.699,0.251
-0.5106,0.178,0.697,0.125
-0.128,0.101,0.786,0.113
-0.9509,0.42,0.539,0.04
0.6705,0.043,0.806,0.151
-0.8519,0.297,0.703,0.0
-0.1779,0.112,0.809,0.079
0.3818,0.097,0.727,0.176
-0.5859,0.196,0.733,0.071
0.4588,0.143,0.632,0.225
-0.4019,0.208,0.63,0.162
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4588,0.091,0.877,0.032
-0.2732,0.116,0.771,0.113
-0.7717,0.312,0.581,0.107
-0.2342,0.12,0.785,0.095
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6249,0.0,0.873,0.127
-0.9042,0.262,0.685,0.053
-0.6486,0.104,0.896,0.0
0.5267,0.095,0.741,0.165
-0.6597,0.176,0.763,0.061
0.3612,0.0,0.902,0.098
-0.4404,0.088,0.912,0.0
-0.3818,0.159,0.762,0.079
-0.6757,0.156,0.776,0.068
-0.8316,0.29,0.71,0.0
-0.9136,0.27,0.69,0.04
-0.0516,0.095,0.789,0.116
0.1779,0.08,0.797,0.123
-0.3612,0.19,0.633,0.178
0.7783,0.0,0.786,0.214
0.0516,0.074,0.845,0.081
-0.0258,0.043,0.917,0.04
-0.875,0.286,0.714,0.0
-0.2732,0.116,0.797,0.087
-0.25,0.113,0.806,0.081
-0.8834,0.238,0.69,0.072
-0.8399,0.283,0.638,0.079
-0.2023,0.069,0.898,0.033
-0.0772,0.112,0.764,0.125
0.0258,0.097,0.774,0.129
-0.2023,0.144,0.769,0.087
-0.8402,0.216,0.784,0.0
-0.0516,0.077,0.851,0.072
0.5267,0.0,0.909,0.091
-0.2263,0.09,0.818,0.092
-0.25,0.077,0.923,0.0
-0.926,0.287,0.668,0.045
-0.4404,0.135,0.865,0.0
0.6908,0.061,0.766,0.173
-0.6486,0.125,0.875,0.0
0.1027,0.093,0.777,0.13
-0.1531,0.082,0.851,0.066
-0.3612,0.211,0.607,0.182
0.7351,0.0,0.866,0.134
0.0,0.0,1.0,0.0
0.3612,0.107,0.747,0.146
0.0,0.0,1.0,0.0
-0.7003,0.121,0.825,0.054
-0.8074,0.169,0.775,0.056
0.2023,0.0,0.921,0.079
0.1027,0.129,0.735,0.136
0.1531,0.08,0.824,0.096
-0.5859,0.134,0.866,0.0
-0.7269,0.271,0.65,0.079
-0.296,0.049,0.951,0.0
-0.25,0.065,0.935,0.0
-0.34,0.209,0.612,0.179
-0.6124,0.115,0.859,0.026
-0.3612,0.175,0.748,0.078
-0.8677,0.259,0.741,0.0
-0.296,0.154,0.756,0.09
0.1779,0.108,0.751,0.141
0.7783,0.021,0.839,0.14
0.8316,0.042,0.764,0.194
0.2023,0.13,0.718,0.152
0.0,0.0,1.0,0.0
-0.5267,0.218,0.632,0.149
0.3612,0.0,0.925,0.075
-0.3818,0.163,0.714,0.122
0.4215,0.0,0.899,0.101
0.0,0.0,1.0,0.0
0.3182,0.069,0.82,0.11
0.3818,0.0,0.923,0.077
